휴양림명,시도명,휴양림구분,휴양림면적,수용인원수,입장료,숙박가능여부,주요시설명,소재지도로명주소,관리기관명,휴양림전화번호,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
대야산자연휴양림,경상북도,국유림,820,500,"어른:1000, 청소년:600, 어린이:300",Y,"산림문화휴양관, 연립동, 야영시설",경상북도 문경시 가은읍 용추길 31-35,국립자연휴양림관리소,054-571-7181,http://www.huyang.go.kr/forest/contentWay.action?dprtmId=0245,36.67090364,127.9619774,2020-08-04,5120000,경상북도 문경시
간월산자연휴양림,울산광역시,사유림,597890,200,주중10~20만원+주말15~30만원,Y,"관리실,수영장,연수원",울산광역시 울주군 상북면 작괘로 607-15,천광디엔씨,052-263-6644,http://www.gwhuyang.co.kr/,35.5670959,129.0560416,2020-07-31,3730000,울산광역시 울주군
삼척활기자연휴양림,강원도,사유림,75625,175,"2,000(성인)",Y,"휴양관(송폭헌), 한옥(방우재), 한옥(세우재),숲속의집(구희당),숲속의집(삼락당)",강원 삼척시 미로면 준경길 651-43(지번활기리 403-1),삼척동해태백산림조합,033-574-0032,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030104,37.3822722,129.0597664,2020-07-29,4240000,강원도 삼척시
독용산성 자연휴양림,경상북도,공유림,1467000,96,입장료 무료,Y,"숲속휴양관, 휴양관, 숲속의집, 관리사무소, 야외화장실 등",경상북도 성주군 금수면 사더래길 144,경상북도 성주군청 산림과,054-930-8401,www.dokyonf.foresttrip.go.kr,35.9063679487,128.1344114728,2020-07-15,5210000,경상북도 성주군
동두천자연휴양림,경기도,공유림,700000,1000,성인2000+청소년구인1500+아동1000,Y,"숲속의집, 야외데크, 잔디광장, 유아숲체험원,",경기도 동두천시 탑동가산로 1,동두천시청 관광휴양과,031-860-3258,blog.naver.com/ddcforest,37.88556165,127.1371472,2020-07-21,3920000,경기도 동두천시
바라산자연휴양림,경기도,공유림,2085484,470,없음,Y,"숲속의집,야영장,치유의숲,체험의숲,산림문화휴양관",경기도 의왕시 바라산로 84,의왕도시공사,031-8086-7482,barasan.foresttrip.go.kr/,37.3731018457,127.0193147337,2020-06-19,4030000,경기도 의왕시
장령산자연휴양림,충청북도,공유림,2000000,2500,없음,Y,"숲속의집,산림문화휴양관,야영장,야외물놀이장 등",충청북도 옥천군 군서면 장령산로 519,충청북도 옥천군청,043-730-3491,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030036,36.24572109,127.5529332,2020-06-30,4430000,충청북도 옥천군
좌구산자연휴양림,충청북도,공유림,730000,250,없음,Y,"숲속의 집, 황토집, 별무리하우스, 병영하우스, 줄타기, 썰매장, 숲속모험시설, 좌구산 숲 명상의 집, 명상구름다리, 좌구산천문대 등",충청북도 증평군 증평읍 솟점말길 107,증평군 휴양공원사업소,043-835-4551,https://jpjwagu.foresttrip.go.kr,36.7055680385,127.6511206314,2020-07-08,5570000,충청북도 증평군
양촌자연휴양림,충청남도,공유림,405274,121,(일반)1000원+(단체)800원,Y,글램핑장(4동)+숲속의집(10동)+휴양관(7실),충청남도 논산시 양촌면 매죽헌로1723번길 176-23,충청남도 논산시청,041-746-6481,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030034,36.15726167,127.2464836,2020-04-24,4540000,충청남도 논산시
태학산자연휴양림,충청남도,공유림,1055598,1000,없음,N,"숲속의집,잔디광장,숲속공연장 등",충청남도 천안시 동남구 풍세면 휴양림길 127,충청남도 천안시청,041-529-5108,http://www.cfmc.or.kr/_taehaksan/,36.7273481889,127.0903272826,2020-07-01,4490000,충청남도 천안시
구수곡자연휴양림,경상북도,공유림,2000000,950,무료,Y,"야영장, 물놀이장, 야외무대 및 간이운동장, 회의실, 울진금강송 문화관 등",경상북도 울진군 북면 십이령로 2721,경상북도 울진군청,054-789-5470,http://gusugok.uljin.go.kr,37.062121,129.292929924,2020-07-13,5250000,경상북도 울진군
운문산자연휴양림,경상북도,국유림,170000,1000,1000,Y,"숲속의집, 산림문화휴양관,숲속수련장,야영시설",경상북도 청도군 운문면 운문로 763,국립자연휴양림관리소,054-373-1327,http://www.huyang.go.kr,35.6520473533,129.0252684197,2020-06-30,5190000,경상북도 청도군
강씨봉자연휴양림,경기도,공유림,9800000,102,"일반1000원, 청소년 600원, 어린이 300원",Y,"숲속의집, 산림휴양관 등",경기도 가평군 북면 논남기길 520,경기도산림환경연구소,031-8008-6611,http://farm.gg.go.kr,37.96989212,127.4083282,2020-06-16,6410000,경기도
칼봉산자연휴양림,경기도,공유림,2640000,160,0,Y,"숲속의집, 산림휴양관, 생태숲, 생태체험학습장, 야영장 등",경기도 가평군 가평읍 경반안로 454,가평군 시설관리공단,031-8078-8061,www.kalbong.com,37.83485227,127.4656177,2020-06-16,6410000,경기도
문수산산림욕장,경기도,공유림,700000,,주차료(1000~5000원),N,"숲길,산림욕장",경기도 김포시 월곶면 문수산로 102-38,"김포시 시설관리공단(산림욕장 관리), 김포시 공원녹지과(숲길관리)",031-988-2965,http://www.gp.or.kr/sub03/sub03_01.asp,37.737829,126.5308885,2020-06-16,6410000,경기도
축령산자연휴양림,경기도,공유림,7790000,172,"일반1000원, 청소년 600원, 어린이 300원",Y,"숲속의집, 산림휴양관, 야영장 등",경기도 남양주시 수동면 축령산로 299,경기도산림환경연구소,031-591-0681,http://farm.gg.go.kr,37.75476723,127.3132532,2020-06-16,6410000,경기도
서운산자연휴양림,경기도,공유림,851805,214,N,Y,"숲속의집, 오토캠핑장, 야영장, 카라반",경기도 안성시 금광면 배티로 185-39,경기도 안성시청,031-678-2913,https://www.anseong.go.kr/tourPortal/anseongforest/main.do,36.94238317,127.313722,2020-06-16,6410000,경기도
장흥 자연휴양림,경기도,사유림,499000,300,0,N,"물놀이장, 썰매장",경기도 양주시 장흥면 권율로 594,민간(㈜해성농림),080-233-7766,http://www.fes-artvalley.com/,37.75816692,126.9685293,2020-06-16,6410000,경기도
아세안자연휴양림,경기도,공유림,583880,500,1000,Y,"숲속의집14동, 안내센터, 다목적광장 등",경기도 양주시 백석읍 기산로 472,산림청,031-871-2796,www.huyang.go.kr,37.77382293,126.9421758,2020-06-16,6410000,경기도
용문산자연휴양림,경기도,공유림,870852,300,무료(주차료 없음),Y,"행복마루, 솔마루, 하늘마루, 산림휴양관,숲속의집,생태행복관,야영데크 등",경기도 양평군 양평읍 약수사길 78-14,경기도 양평군청,031-775-4005,www.swijapark.com,37.51604794,127.5194214,2020-06-16,6410000,경기도
설매재자연휴양림,경기도,사유림,349568,288,유료,Y,"숲속의집,산림휴양관,이벤트홀, 데크야영 등",경기도 양평군 옥천면 용천로 510,개인(양현철),031-772-5955,www.snrf.co.kr,37.556802,127.5093559,2020-06-16,6410000,경기도
양평쉬자파크,경기도,공유림,330834,538,유료(주차료 없음),Y,"치유의숲,치유의집,초가원,산림교육센터, 치유센터,공원관리소, 유아숲체험원,까페동 등",경기도 양평군 양평읍 쉬자파크길 193,경기도 양평군청,031-770-1009,http://www.ypforest.com/,37.5112221,127.5331958,2020-06-16,6410000,경기도
고대산자연휴양림,경기도,국유림,31.4,183,5~10만원,Y,숲속의집 산림문화휴양관 숲속수련원 방문자센터 숲속야영장 등,경기도 연천군 신서면 고대산길 84-79,연천군,031-834-2200,https://tour.yeoncheon.go.kr:8443/web/cms/?MENUMST_ID=11219,38.21125391,127.1507058,2020-06-16,6410000,경기도
용인자연휴양림,경기도,공유림,1622705,1800,"개인(성인:2000원, 청소년:1000원, 어린이:600원), 단체(성인:1600원, 청소년:800원, 어린이:400원)",Y,"숲속의집, 숲속체험관, 목조주택, 생태습지, 야영장, 잔디광장, 짚라인, 목재문화체험관 등",경기도 용인시 처인구 모현읍 초부로 220,용인시/용인도시공사위탁운영,031-336-0040,www.yonginforest.net,37.31487489,127.2678463,2020-06-16,6410000,경기도
바라산자연휴양림,경기도,공유림,2085484,470,없음,Y,"숲속의집,야영장,치유의숲,체험의숲,산림문화휴양관",경기도 의왕시 바라산로 84,의왕도시공사,031-8086-7482,http://barasan.foresttrip.go.kr/,37.37310185,127.0193147,2020-06-16,6410000,경기도
천보산자연휴양림,경기도,공유림,1165686,80,"일반:2,000원, 단체:1,400원",Y,"숲속의집, 휴양관, 야영장 등",경기도 포천시 원동교길 309,포천시,031-538-3554,임시휴장중,37.85576406,127.1190897,2020-06-16,6410000,경기도
국망봉자연휴양림,경기도,사유림,2554814,60,"관람객:5,000원, 등산객:2,000원",Y,"통나무 집, 캠핑장 등",경기도 포천시 이동면 늠바위길 207-28,김봉일,031-532-0014,www.kookmang.co.kr,38.02891868,127.3962681,2020-06-16,6410000,경기도
진산자연휴양림,충청남도,사유림,137,350,"3,000원",Y,"숲속의집, 산책로, 캠핑장, 글램핑장, 짚핑",충청남도 금산군 진산면 대둔산로 6,유숭열,041-753-4242,www.ijinsan.co.kr,36.1230324282,127.3441497649,2019-12-03,4550000,충청남도 금산군
국립희리산해송자연휴양림,충청남도,국유림,1430000,500,"개인 어른 1,000원 청소년600원 어린이300원단체 어른 800원 청소년500원 어린이200원",Y,"숲속의집,야영장,숲속수련장",충청남도 서천군 종천면 희리산길 206,국립자연휴양림관리소,041-953-2230,www.huyang.go.kr,36.1120611,126.664181,2019-11-21,4580000,충청남도 서천군
성불산자연휴양림,충청북도,공유림,1380000,188,"주차요금으로 대체, 경형: 1,500원, 중소형: 3,000원, 대형: 5,000원, 숙박시설 사용자 무료",Y,숲속의집산림문화휴양관숲관광메가시티생태체험관한옥체험관생태공원미선향테마파크,충청북도 괴산군 괴산읍 충민로기곡길 78,괴산군시설관리사업소,043-830-2679,www.seongbulsan.kr,36.808961,127.844264,2019-06-21,4460000,충청북도 괴산군
백운산자연휴양림,전라남도,공유림,363000,395,0,Y,숙박동 목재문화체험장 황토길 산책로 야영장 운동장 등,전라남도 광양시 옥룡면 백계로 337,전라남도 광양시,061-797-2655,bwmt.gwangyang.go.kr,35.0516428658,127.5985311138,2020-02-05,4840000,전라남도 광양시
계명산자연휴양림,충청북도,공유림,3630000,149,0,Y,"숲속의집, 단체숙소",충청북도 충주시 충주호수로 1170,충주시시설관리공단,043-840-7930,gmf.cj100.net,36.9793629,127.9938869,2019-11-11,4390000,충청북도 충주시
봉황자연휴양림,충청북도,공유림,1740000,200,0,Y,"숲속의집, 단체숙소",충청북도 충주시 중앙탑면 수룡봉황길540,충주시시설관리공단,043-870-7920,bhf.cj100.net,37.0559589,127.8268489,2019-11-11,4390000,충청북도 충주시
문성자연휴양림,충청북도,공유림,560000,145,0,Y,"숲속의집, 단체숙소",충청북도 충주시 노은면 우성1길 191,충주시시설관리공단,043-870-7910,msf.cj100.net,37.0275419,127.7532092,2019-11-11,4390000,충청북도 충주시
생거진천자연휴양림,충청북도,공유림,520000,159,0,Y,"산림문화휴양관, 숲속의집, 연립동, 야영센터, 관리사무소",충청북도 진천군 백곡면 명암길 435-135,충청북도 진천군청,043-539-3551,https://www.foresttrip.go.kr,36.9239978084,127.3902340250,2020-02-28,6430000,충청북도
좌구산자연휴양림,충청북도,공유림,730000,250,0,Y,"숲속의 집, 황토방, 별무리하우스, 병영하우스, 줄타기, 썰매장, 숲속모험시설, 천문대 등",충청북도 증평군 증평읍 솟점말길 107,충청북도 증평군청,043-835-4552,https://www.foresttrip.go.kr,36.7055680385,127.6511206314,2020-02-28,6430000,충청북도
민주지산자연휴양림,충청북도,공유림,1800000,500,"어른 1,000원, 청소년 500원 , 어린이 300원",Y,"숲속의집, 식당, 황토찜질방, 학습관, 산림문화휴양관, 치유센터, 야영장, 족구장 등",충청북도 영동군 용화면 휴양림길 60,충청북도 영동군청(위탁운영),043-740-3437,https://www.yd21.go.kr,36.0531331787,127.8243883927,2020-02-28,6430000,충청북도
설매재자연휴양림,경기도,사유림,349568,288,유료,Y,"숲속의집,산림휴양관,이벤트홀, 데크야영 등",경기도 양평군 옥천면 용천로 510,개인(양현철),031-772-5955,www.snrf.co.kr,37.556802,127.5093558918,2020-02-26,4170000,경기도 양평군
양평쉬자파크,경기도,공유림,330834,538,유료(주차료 없음),Y,"치유의숲,치유의집,초가원,산림교육센터, 치유센터,공원관리소, 유아숲체험원,까페동 등",경기도 양평군 양평읍 쉬자파크길 193,경기도 양평군청,031-770-1009,http://www.ypforest.com/,37.5112221044,127.5331958430,2020-02-26,4170000,경기도 양평군
용문산자연휴양림,경기도,공유림,870852,300,무료(주차료 없음),Y,"행복마루, 솔마루, 하늘마루, 산림휴양관,숲속의집,생태행복관,야영데크 등",경기도 양평군 양평읍 약수사길 78-14,경기도 양평군청,031-775-4005,www.swijapark.com,37.5160479391,127.5194213919,2020-02-26,4170000,경기도 양평군
백야자연휴양림,충청북도,공유림,750000,250,0,Y,"숙박시설, 캠핑장, 물놀이장, 산책로, 화장실 등",충청북도 음성군 금왕읍 백야로 461-97,충청북도 음성군청,043-878-2556,https://www.foresttrip.go.kr,36.9568395144,127.6096487765,2020-02-28,6430000,충청북도
수레의산자연휴양림,충청북도,공유림,890000,180,0,Y,"숙박시설, 캠핑장, 물놀이장, 산책로, 화장실, 체력단련기구 등",충청북도 음성군 생극면 차생로 310-108,충청북도 음성군청,043-878-2013,https://www.foresttrip.go.kr,37.0388888851,127.6513841916,2020-02-28,6430000,충청북도
성불산자연휴양림,충청북도,공유림,1380000,242,"일반 2,000원, 군인 1,500원, 청소년  1,500원, 어린이  1,000원",Y,숲속의집.산림문화휴양관.숲관광메가시티.생태체험관.한옥체험관.생태공원.미선향테마파크,충청북도 괴산군 괴산읍 충민로기곡길 78,충청북도 괴산군청,043-830-2679,https://www.foresttrip.go.kr,36.8079479859,127.8463000468,2020-02-28,6430000,충청북도
안면도자연휴양림,충청남도,국유림,1350000,6000,일반 1000원+청소년 800원 +군인 800원 + 어린이 400원,Y,"전시관, 수목원, 숲속의집 등",충청남도 태안군 안면읍 안면대로3195-6,충청남도 산림환경연구소 휴양림관리사무소,041-674-5019,www.anmyonhuyang.go.kr,36.4967012690,126.3588290676,2020-02-05,4620000,충청남도 태안군
금산산림문화타운,충청남도,공유림,316,3000,없음,Y,"숲속의집, 생태체험학습장, 야영장, 캠핑장 등",충청남도 금산군 남이면 느티골길 200,충청남도 금산군청,041-753-5706,https://gsforesttown.foresttrip.go.kr,36.0677606386,127.3690933892,2019-12-03,4550000,충청남도 금산군
성주봉자연휴양림,경상북도,공유림,2000000,229,0,Y,숲속의집산림휴양관산림수련관야영장,경상북도 상주시 은척면 성주봉로 3,상주시청,054-541-6512,http://seongjubong.sangju.go.kr,36.5335984395,128.0407595461,2020-07-13,5110000,경상북도 상주시
서대산약용자연휴양림,충청남도,사유림,29,,없음,Y,"산야초체험장, 산약초음식점,숲속의집",충청남도 금산군 추부면 홍골1길 132,김창현,041-753-2222,www.서대산.com,36.2226867079,127.5258197103,2019-12-03,4550000,충청남도 금산군
문성자연휴양림,충청북도,공유림,560000,145,0,Y,"숲속의집, 단체숙소, 휴양관, 유아숲체험원, 목재문화체험장, 짚라인, 오토캠핑장, 산책로 등",충청북도 충주시 노은면 우성1길 191,충청북도 충주시청(위탁운영),043-850-7346,https://www.foresttrip.go.kr,37.0283248590,127.7525206436,2020-02-28,6430000,충청북도
봉황자연휴양림,충청북도,공유림,1740000,200,0,Y,"숲속의집, 단체숙소, 산책로 등",충청북도 충주시 중앙탑면 수룡봉황길540,충청북도 충주시청(위탁운영),043-850-7315,https://www.foresttrip.go.kr,37.0565210170,127.8297472595,2020-02-28,6430000,충청북도
계명산자연휴양림,충청북도,공유림,3630000,149,0,Y,"숲속의집, 단체숙소, 연립동, 치유센터, 산책로 등",충청북도 충주시 충주호수로 1170,충청북도 충주시청(위탁운영),043-850-7313,https://www.foresttrip.go.kr,36.9793166598,127.9950871574,2020-02-28,6430000,충청북도
박달재자연휴양림,충청북도,공유림,1700000,2000,0,Y,"숲속의집, 산책로등",충청북도 제천시 백운면 금봉로223,충청북도 제천시청,043-641-6521,https://www.foresttrip.go.kr,37.1480628341,128.0452934011,2020-02-28,6430000,충청북도
충북알프스자연휴양림,충청북도,공유림,902000,287,0,Y,"숲속의집,세미나실,목공예체험장 등",충청북도 보은군 산외면 속리산로 1880,충청북도 보은군청,043-543-1472,https://www.foresttrip.go.kr,36.5731923060,127.7858735548,2020-02-28,6430000,충청북도
속리산숲체험휴양마을,충청북도,공유림,1100000,350,0,Y,"숲속의집, 방문자종합센터, 수영장, 찜질방, 식당, 산책로 등",충청북도 보은군 속리산면 속리산로 596,충청북도 보은군청,043-540-3220,https://www.foresttrip.go.kr,36.4924544151,127.7924720494,2020-02-28,6430000,충청북도
장령산자연휴양림,충청북도,공유림,1560000,2500,0,Y,"숲속의집,산림문화휴양관,야영장,야외물놀이장 등",충청북도 옥천군 군서면 장령산로 519,충청북도 옥천군청,043-730-3491,https://www.foresttrip.go.kr,36.2457210939,127.5529909066,2020-02-28,6430000,충청북도
한방자연휴양림,경상남도,공유림,939440,124,무료,Y,"숲속의집, 숲속휴양관, 세미나실",경상남도 산청군 금서면 동의보감로555번길 186,경상남도 산청군,055-970-6951,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030037,35.4340349343,127.8236812568,2020-03-17,5450000,경상남도 산청군
옥화자연휴양림,충청북도,공유림,1364921,485,"어른 1,000원, 청소년 500원 , 어린이 300원, 군인 500원, 지역주민 500원",Y,"숲속의집, 산림휴양관, 캠핑장, 산책로 등",충청북도 청주시 상당구 미원면 운암옥화길140,충청북도 청주시청(위탁운영),043-270-7381,https://www.foresttrip.go.kr,36.5989486708,127.6943725612,2020-02-28,6430000,충청북도
절물자연휴양림,제주특별자치도,국유림,300,,일반1000원+청소년600원+어린이300원,Y,휴양림+숲속의집+숲속수련장+세미나실+등산로,제주특별자치도 제주시 명림로 584,제주시청,064-728-1510,http://jeolmul.jejusi.go.kr/,33.439373,126.628448,2019-06-10,6500000,제주특별자치도
붉은오름자연휴양림,제주특별자치도,공유림,190,1500,일반1000원+청소년군인600원,Y,휴양림+숲속의집+산림문화휴양관+산림욕장+잔디광장+세미나실,제주특별자치도 서귀포시 표선면 남조로1487-73,서귀포시청,064-782-9171,http://healing.seogwipo.go.kr/index.htm,33.401811,126.675383,2019-06-10,6500000,제주특별자치도
서귀포자연휴양림,제주특별자치도,국유림,255,1500,일반1000원+청소년600원+어린이300원,Y,휴양림+숲속의집+산림휴양관+세미나실+야영데크,제주특별자치도 서귀포시 1100로 882(대포동),서귀포시청,064-738-4544,http://healing.seogwipo.go.kr/index.htm,33.311668,126.458761,2019-06-10,6500000,제주특별자치도
교래자연휴양림,제주특별자치도,공유림,230,,어른1000원+청소년군인600원,Y,휴양림+숙박동+야영장+야외공연장+풋살경기장+다목적운동장,제주특별자치도 제주시 조천읍 남조로 2023,제주특별자치도청,064-783-7482,http://www.jeju.go.kr/jejustoneparkforest/index.htm,33.448663,126.658949,2019-06-10,6500000,제주특별자치도
조령산자연휴양림,충청북도,공유림,2720000,238,0,Y,"숲속의집, 복합휴양관, 백두대간 생태교육장, 옛길, 물놀이장, 숲속놀이터, 산책로 등",충청북도 괴산군 연풍면 새재로 1795,충청북도 산림환경연구소,043-833-7994,https://www.foresttrip.go.kr,36.8123400737,128.0462421117,2020-02-28,6430000,충청북도
소백산자연휴양림,충청북도,공유림,1899000,232,"성인 3,000원 군인/청소년 2000원 어린이 1,000원 6세이하 무료",Y,"화전민촌, 정감록 명당체험마을, 숲속의집, 산림문화휴양관, 세미나실, 네트어드벤쳐, 승마장, 전망대, 전시실, 그라운드골프장, 북카페, 산책로",충청북도 단양군 영춘면 하리방터길 180,충청북도 단양군청,043-423-3117,https://www.foresttrip.go.kr,37.0612642366,128.4678946608,2020-02-28,6430000,충청북도
소선암자연휴양림,충청북도,공유림,670000,500,0,Y,"통나무집, 숲속의집, 산림문화휴양관, 산림복합휴양관",충청북도 단양군 단성면 대잠2길15,충청북도 단양군청(위탁운영),043-422-7839,https://www.foresttrip.go.kr,36.9192204110,128.3123141058,2020-02-28,6430000,충청북도
